commercial_area,lunch_sales,total_sales,total_shops,lunch_per_shop,total_per_shop,lunch_index
석관시장,159437243.0,647532267.0,18.0,8857624.611111112,35974014.833333336,0.2462228542504431
창2동주민센터,996328437.0,4048078065.0,1020.0,976792.5852941177,3968703.9852941176,0.24612381999604546
성산중학교,2967069705.0,12064368619.0,2634.0,1126450.1537585421,4580246.2486712225,0.24593659218329958
숭실대입구역 1번,2549029576.0,10373452134.0,1212.0,2103159.716171617,8558953.905940594,0.24572625805495427
신대방역 4번,2660754940.0,10831377965.0,1440.0,1847746.486111111,7521790.253472222,0.24565248748569546
당고개역 5번,492340554.0,2004793923.0,738.0,667128.1219512195,2716522.9308943087,0.2455816272942683
수색성당,494551220.0,2021731571.0,108.0,4579177.962962963,18719736.76851852,0.24461764711691292
시립서북병원,1238961556.0,5068160481.0,1950.0,635364.9005128205,2599056.656923077,0.2444598115321597
상왕십리역 3번,2399905017.0,9835016431.0,936.0,2564001.0865384615,10507496.186965812,0.2440163708761576
둔촌역,12523784337.0,51352507629.0,4992.0,2508770.900841346,10286960.662860576,0.24387872988557852
성수대교남단,12460396648.0,51159499808.0,3768.0,3306899.322717622,13577361.944798302,0.24355978253820848
중곡3동주민센터,1500178163.0,6163706464.0,1596.0,939961.2550125313,3861971.468671679,0.24338896924472359
천호역 6번,1378329180.0,5666959313.0,1584.0,870157.3106060605,3577625.8289141413,0.24322200034824917
연신내우체국,599547637.0,2469888449.0,720.0,832705.0513888889,3430400.623611111,0.24274279967694198
도곡2동주민센터(대치중학교),96793472.0,399286729.0,90.0,1075483.0222222223,4436519.211111112,0.24241595066887384
남문시장,577695337.0,2383089460.0,840.0,687732.5440476191,2837011.261904762,0.24241445682026558
계상초등학교,1065265760.0,4397562958.0,1512.0,704540.8465608465,2908441.1097883596,0.24224002479875356
구의사거리,1997654378.0,8251431447.0,1176.0,1698685.6955782312,7016523.339285715,0.24209791850434553
남구로시장,1609824260.0,6658865544.0,1716.0,938126.0256410256,3880457.7762237764,0.24175653485758383
상도역 2번,230310459.0,954060147.0,426.0,540634.8802816902,2239577.8098591547,0.24140035586246958
발산역(마곡),33843537854.0,140255892731.0,17916.0,1889011.9364813576,7828527.167392275,0.2412985094245509
신용산역(용산역),31508505387.0,130679522030.0,12060.0,2612645.554477612,10835781.262852404,0.24111279944662345
황학동벼룩시장,195205078.0,810045855.0,246.0,793516.5772357724,3292869.3292682925,0.24098028129531016
아현역 2번,883707431.0,3667951507.0,618.0,1429947.2993527509,5935196.613268608,0.2409266941816197
서대문우체국,435492037.0,1809453172.0,306.0,1423176.5915032679,5913245.660130719,0.24067604718316524
문성초등학교,3077914488.0,12796871410.0,2274.0,1353524.4010554089,5627472.036059806,0.24052085774612
경춘선숲길 우측,5917865648.0,24626914011.0,2166.0,2732163.272391505,11369766.394736841,0.2403007394818812
한강미주맨션아파트,1371342167.0,5708480120.0,318.0,4312396.751572327,17951195.34591195,0.24022894679013088
목사랑시장(목4동시장),870929332.0,3629601756.0,726.0,1199627.179063361,4999451.454545454,0.23995176070220087
효창공원앞역 6번,357669318.0,1491781922.0,546.0,655072.010989011,2732201.322344322,0.23975978842837864
구로4동주민센터,3881325468.0,16202850020.0,2154.0,1801915.2590529248,7522214.493964717,0.2395458492307886
대원고등학교,473523524.0,1977084333.0,180.0,2630686.2444444443,10983801.85,0.23950598166011566
제일시장,4829913432.0,20204161926.0,780.0,6192196.707692307,25902771.7,0.23905537134824484
이태원시장,716831840.0,3012347663.0,282.0,2541956.879432624,10682083.911347518,0.23796451146880784
길음시장,145836629.0,613811529.0,240.0,607652.6208333333,2557548.0375,0.23759186999565138
장신구 특화거리 상점가,235078536.0,989487959.0,240.0,979493.9,4122866.495833333,0.23757594406462101
경의중앙 신촌역,1537182581.0,6471428635.0,684.0,2247342.9546783627,9461152.975146199,0.23753372982996668
GS강동자이아파트,1254696184.0,5284047206.0,792.0,1584212.3535353534,6671776.775252526,0.237449843857432
아차산역 1번,1553161923.0,6546411617.0,1482.0,1048017.491902834,4417281.792847503,0.23725393602911912
종암동주민센터,2020288200.0,8515392900.0,1380.0,1463976.956521739,6170574.565217392,0.23725131931375706
자양4동주민센터,961192229.0,4053668080.0,1188.0,809084.3678451178,3412178.5185185187,0.2371166583032126
응암동우체국,1146622173.0,4836788988.0,774.0,1481423.996124031,6249081.379844962,0.23706268266917413
미성동 도깨비시장 골목형상점가,463000427.0,1955535262.0,630.0,734921.3126984127,3104024.2253968255,0.23676403898054588
방이시장,4758245114.0,20101981902.0,2244.0,2120430.086452763,8958102.451871658,0.23670527300228988
관악해태어린이공원,383925321.0,1622059112.0,540.0,710972.8166666667,3003813.17037037,0.23669009233986538
종로·청계 관광특구,78108090788.0,330042092508.0,21744.0,3592167.5307211187,15178536.263245033,0.23666099737295393
구산역 4번,1495381153.0,6325639713.0,1650.0,906291.6078787879,3833721.038181818,0.2363999881192728
석촌역 3번,1705611825.0,7216394214.0,1764.0,966900.1275510204,4090926.425170068,0.23635236302516108
고척골목시장상점가(그라운드 고척),634742902.0,2687315786.0,360.0,1763174.7277777777,7464766.072222223,0.23619959563620854
우장산역 1번,567263479.0,2403117380.0,504.0,1125522.775793651,4768090.03968254,0.2360531714851149
대조시장,732786296.0,3104912029.0,1602.0,457419.6604244694,1938147.3339575531,0.23600871430679748
사가정시장,1701277037.0,7229688941.0,2112.0,805528.900094697,3423148.1728219697,0.23531815142861207
대림역 11번,30726143.0,130601776.0,240.0,128025.59583333334,544174.0666666667,0.2352658894929576
가락시장역,14683756431.0,62508452912.0,4776.0,3074488.364949749,13088034.529313233,0.234908332344618
NH농협은행 상도동지점,2807186041.0,11968170099.0,834.0,3365930.504796163,14350323.85971223,0.2345543234913209
KT&G 북부지사,433439584.0,1850028585.0,222.0,1952430.5585585586,8333462.094594595,0.234288046960096
연신내역 4번,1984023681.0,8469072493.0,1536.0,1291682.083984375,5513719.070963542,0.23426693804308188
잠원역,181982958.0,777618137.0,72.0,2527541.0833333335,10800251.902777778,0.23402612328729674
행당역 2번,1803181725.0,7705937278.0,666.0,2707480.0675675673,11570476.393393394,0.23399901400027978
은행나무시장,1022530054.0,4376898040.0,492.0,2078313.117886179,8896134.227642277,0.23361980211903677
금호삼성래미안아파트,476135371.0,2042693050.0,582.0,818102.0120274915,3509781.8728522337,0.2330919816856478
대림중앙시장,1448834623.0,6216265428.0,1110.0,1305256.4171171172,5600239.124324325,0.23307155072143423
양지어린이공원,805100790.0,3457865314.0,798.0,1008898.2330827068,4333164.553884712,0.23283173776039098
자양골목전통시장(자양골목시장),1099572581.0,4726099318.0,924.0,1190013.6158008657,5114826.101731602,0.2326596431886495
면목골목시장(면목시장),2847188818.0,12241238592.0,1872.0,1520934.1976495727,6539123.179487179,0.23258992924627087
상도전통시장,2030907544.0,8745322271.0,1044.0,1945313.7394636015,8376745.470306514,0.23222786777505136
동묘앞역(동묘),3588926149.0,15464359038.0,1110.0,3233266.8009009007,13931854.989189189,0.23207726490189887
공군호텔,4398769419.0,18955015471.0,1176.0,3740450.18622449,16118210.43452381,0.23206361533863398
신월문화체육센터,1445618454.0,6231445522.0,1236.0,1169594.2184466019,5041622.590614887,0.23198765822412654
화곡2동주민센터,1200588484.0,5178233476.0,1278.0,939427.6087636932,4051825.8810641626,0.23185290689662214
묘곡초등학교(고덕아이파크아파트),2035485594.0,8783526523.0,1158.0,1757759.580310881,7585083.353195164,0.2317389932927285
동대문역,4285834334.0,18533748614.0,1710.0,2506335.8678362574,10838449.481871344,0.2312448724357129
성동용답상가시장,6682280945.0,28924547030.0,2730.0,2447721.957875458,10595072.172161173,0.2310245667138456
강남개포시장,6327383934.0,27407138374.0,1350.0,4686951.062222222,20301583.98074074,0.23086627460539705
봉천역 6번,182189564.0,789180535.0,204.0,893086.0980392157,3868532.0343137253,0.23085917089934307
신월2동주민센터,171636585.0,744099277.0,408.0,420677.9044117647,1823772.737745098,0.23066355566422622
마포시장,4509301759.0,19564511598.0,1122.0,4018985.5249554366,17437176.112299465,0.2304837376804728
한남IC,1252050275.0,5437119356.0,540.0,2318611.6203703703,10068739.548148148,0.2302782398216678
우리시장,325950519.0,1418396448.0,378.0,862302.9603174604,3752371.5555555555,0.22980212581581425
외대앞역 1번,6169284947.0,26908029765.0,3198.0,1929107.2379612257,8414018.062851783,0.22927300887055488
대림중앙 골목형상점가,1671994702.0,7294743922.0,480.0,3483322.2958333334,15197383.170833332,0.22920540047437188
중계초등학교,387481373.0,1692146645.0,108.0,3587790.4907407407,15668024.49074074,0.22898805735598643
태능엔터피아(태릉시장),112763266.0,492583920.0,96.0,1174617.3541666667,5131082.5,0.22892193882415002
본서부병원,7919558420.0,34616965899.0,2466.0,3211499.764801298,14037699.066909976,0.22877679237130302
금북초등학교,66974714.0,292807263.0,144.0,465102.18055555556,2033383.7708333333,0.22873310352277704
백련시장,109615438.0,479931897.0,144.0,761218.3194444445,3332860.3958333335,0.2283979012130548
청량리전통시장,5915118139.0,25902539157.0,2400.0,2464632.557916667,10792724.64875,0.2283605519577596
청구역 1번,767447214.0,3365146175.0,654.0,1173466.6880733946,5145483.448012233,0.22805761595185386
신촌역 6번,204760275.0,899114780.0,132.0,1551214.2045454546,6811475.606060606,0.22773541215727763
말미고개,1027516418.0,4519190492.0,894.0,1149347.2237136466,5055022.921700223,0.22736736143761566
공항시장,619013301.0,2722971307.0,408.0,1517189.4632352942,6673949.281862745,0.22733008585462852
신월3동주민센터,1312523325.0,5775850935.0,1284.0,1022214.4275700934,4498326.273364486,0.2272432823787894
수유초등학교,1562057975.0,6880671506.0,1188.0,1314863.6153198653,5791811.031986532,0.22702115246133653
마들역,3988661783.0,17574239754.0,1044.0,3820557.2634099615,16833562.98275862,0.2269607015058593
답십리초등학교,1763660096.0,7791600399.0,1158.0,1523022.5354058722,6728497.7538860105,0.22635402301000368
새절역 3번,748013272.0,3306231251.0,678.0,1103264.4129793511,4876447.272861357,0.2262434824465943
해오름공원,730099432.0,3227268612.0,978.0,746522.9366053169,3299865.656441718,0.22622828149019283
신원동주민센터,3440087828.0,15208028966.0,984.0,3496024.2154471544,15455313.989837399,0.22620208283998344
약수시장,2800298579.0,12444697047.0,882.0,3174941.699546485,14109633.840136055,0.22501942541663222
마장역 2번,3094766616.0,13755384108.0,624.0,4959561.884615385,22043884.78846154,0.22498583766920136
쌍문초등학교,232480557.0,1033482083.0,570.0,407860.6263157895,1813126.4614035087,0.22494880252316868
상암동상점가,17433791354.0,77526038787.0,7806.0,2233383.4683576734,9931596.052651806,0.22487659148816713
암사역 1번,2095272062.0,9335642785.0,2178.0,962016.5573921029,4286337.366850321,0.22443790001975747
신도림역,10427005949.0,46473288189.0,5736.0,1817818.3314156206,8102037.689853556,0.22436557332881002
송파사거리(송파역),4107503099.0,18307760350.0,2196.0,1870447.677140255,8336867.190346084,0.22435857912024723
미아역,5933773347.0,26468486653.0,3288.0,1804675.5921532847,8050026.354318735,0.22418256943781303
숭인시장,1704575754.0,7603989030.0,876.0,1945862.7328767122,8680352.773972603,0.224168623504708
영등포역지하도상점가,4484757517.0,20019685316.0,1302.0,3444514.2219662056,15376102.393241167,0.22401738320110964
대림역 2번,2577725700.0,11509940647.0,1614.0,1597103.9033457248,7131313.9076827755,0.22395647197988544
대청초등학교,10397263924.0,46485880150.0,3186.0,3263422.4494664157,14590671.73571877,0.22366499010990545
구산역,3892827391.0,17415210045.0,972.0,4004966.4516460905,17916882.76234568,0.2235303152210703
비단길현대시장(현대시장),1552266275.0,6944857540.0,1608.0,965339.7232587065,4318941.256218906,0.22351304775648428
가리봉파출소,329931834.0,1476932151.0,624.0,528736.9134615385,2366878.4471153845,0.22338997345044595
도림2동유수지내체육시설,135453415.0,606626091.0,174.0,778467.9022988506,3486356.8448275863,0.22328979417405243
부암동주민센터,47600044.0,213516961.0,78.0,610256.9743589744,2737396.935897436,0.22293331535380928
영신여고,701974324.0,3152419084.0,744.0,943513.876344086,4237122.424731183,0.2226779832550969
구의역 4번,1921817881.0,8633059321.0,1908.0,1007242.0759958071,4524664.214360587,0.2226114531988862
김포공항역(김포공항),433732770.0,1949855647.0,456.0,951168.3552631579,4275999.225877193,0.22244352840546458
강남역,112538085778.0,506109956304.0,23832.0,4722141.900721719,21236570.841893252,0.22235896444290235
신대방1동골목상권,1448138486.0,6513643699.0,780.0,1856587.8025641025,8350825.255128205,0.22232387169447476
석촌역 6번,801236886.0,3605643063.0,1212.0,661086.5396039604,2974953.0222772276,0.22221747189067229
면목5동주민센터,386366106.0,1738807557.0,450.0,858591.3466666667,3864016.7933333335,0.22220176375734488
청구역 3번,1191245972.0,5367619657.0,648.0,1838342.549382716,8283363.668209877,0.22193188938908454
구로전화국,5819547080.0,26259062210.0,3486.0,1669405.3585771658,7532720.083189903,0.22162052222046963
화곡중앙시장,547718753.0,2472465439.0,648.0,845244.9891975309,3815533.0848765434,0.22152736469454043
정릉역 2번,922257337.0,4163900030.0,162.0,5692946.524691358,25703086.604938272,0.22148882786698412
우림골목시장,4032046288.0,18215905647.0,2190.0,1841117.0264840182,8317765.135616438,0.22134756108950546
먹골파출소,130667102.0,590517156.0,72.0,1814820.861111111,8201627.166666667,0.22127570837247612
관악종합시장(신원시장),44841949.0,203089587.0,96.0,467103.6354166667,2115516.53125,0.22079885858451226
신논현역 1번,2306023002.0,10449151983.0,1596.0,1444876.567669173,6547087.708646617,0.22068996658788478
그라운드 고척,4724115100.0,21414358915.0,1836.0,2573047.440087146,11663594.180283224,0.2206050210866189
인수동 우편취급국,214344657.0,974786944.0,774.0,276931.0813953488,1259414.6563307494,0.21988872370453086
황학동주방가구거리상점가,296020019.0,1350777252.0,240.0,1233416.7458333333,5628238.55,0.21914791544031717
이수역 9번,1190064333.0,5440603391.0,984.0,1209414.9725609757,5529068.486788617,0.21873756410339307
우리은행체육관,619626272.0,2833307338.0,528.0,1173534.606060606,5366112.382575758,0.21869363188724425
구립대학경로당(관악산샘말공원),4594806259.0,21015481892.0,4830.0,951305.6436853003,4351031.447619048,0.21863911009098072
러스크서울병원,1253280459.0,5736741190.0,726.0,1726281.623966942,7901847.369146005,0.2184655743551157
아현시장,940379836.0,4315178920.0,1248.0,753509.483974359,3457675.4166666665,0.21792371844456454
문현중학교(장지역 1번),2028101109.0,9312705957.0,900.0,2253445.6766666668,10347451.063333333,0.21777785300689703
장안동사거리,11555118840.0,53064260377.0,4878.0,2368823.050430504,10878282.160106601,0.21775708844155325
암사역 2번(서울강동초등학교),3821437013.0,17561215373.0,2868.0,1332439.6837517433,6123157.382496513,0.2176066366611151
개봉중학교,1101388296.0,5064512781.0,564.0,1952816.1276595744,8979632.590425532,0.21747171813485447
신방화역 2번,3974274671.0,18308559152.0,2022.0,1965516.6523244313,9054678.116716122,0.21707195186716025
강남시장(강남구 강남시장),1821525055.0,8398649528.0,390.0,4670577.064102564,21534998.78974359,0.21688308923086663
정독도서관,113212771.0,522391594.0,186.0,608670.8118279569,2808556.9569892474,0.2167201239459454
굽은다리역,4386404356.0,20247668974.0,1626.0,2697665.655596556,12452440.943419434,0.2166374984514304
경리단길남측,4904250893.0,22641872664.0,2814.0,1742804.1552949538,8046152.332622602,0.21660093958560386
돌곶이역 3번,552017863.0,2550218920.0,144.0,3833457.3819444445,17709853.611111112,0.21645901011510024
백산초등학교,262274271.0,1212333182.0,264.0,993463.1477272727,4592171.143939394,0.21633844135761685
아현가구거리상점가,544436166.0,2517803947.0,270.0,2016430.2444444445,9325199.803703703,0.21623453511886964
연신내역 2번,891648711.0,4123732206.0,756.0,1179429.511904762,5454672.23015873,0.21622371833521528
고속터미널(고속터미널역),6798117013.0,31469244756.0,5358.0,1268778.8378126167,5873319.290033595,0.21602415519374216
장충초등학교,1627890280.0,7554846432.0,684.0,2379956.5497076022,11045097.122807018,0.2154762899090521
북가좌초등학교,90403642.0,420171802.0,558.0,162013.69534050178,752996.0609318996,0.2151587554654608
중랑역 4번,1092841219.0,5082632931.0,384.0,2845940.6744791665,13236023.2578125,0.21501478344708735
경의선책거리,4426323269.0,20603734030.0,5112.0,865869.1840766823,4030464.4033646323,0.21483112054130898
독산동성당,1218079224.0,5676774215.0,1686.0,722466.9181494662,3367007.2449584818,0.2145724275560253
면목동우체국,510856648.0,2386278339.0,924.0,552875.1601731601,2582552.314935065,0.2140809140538404
은천초등학교(은천교앞),769153822.0,3596449861.0,1290.0,596243.2728682171,2787945.6286821705,0.21386474210045994
도봉역 2번,3153647125.0,14756760723.0,2130.0,1480585.5046948357,6928056.677464789,0.213708630518397
길동복조리시장,900567185.0,4217499103.0,630.0,1429471.7222222222,6694443.02063492,0.2135310910580649
삼성중앙역,18859677660.0,88373762697.0,5874.0,3210704.402451481,15044903.421348315,0.2134081098782979
국기원,1972591819.0,9258054167.0,228.0,8651718.504385965,40605500.73245614,0.21306764719861246
내를건너서숲으로도서관,46548528.0,218580216.0,192.0,242440.25,1138438.625,0.2129585597993919
은평요양병원,1820622538.0,8556132812.0,1284.0,1417930.3255451713,6663654.83800623,0.21278567993317868
염창무학아파트,454581786.0,2136716948.0,72.0,6313635.916666667,29676624.277777776,0.21274777944991527
응암역,2699068210.0,12699357827.0,756.0,3570196.044973545,16798092.363756612,0.21253580273653944
신당역,12211782658.0,57536133314.0,5700.0,2142418.0101754386,10094058.47614035,0.21224545263330313
인수중학교,4557472.0,21491460.0,96.0,47473.666666666664,223869.375,0.21205967393560046
마포역 4번,383268980.0,1807432666.0,366.0,1047183.0054644808,4938340.617486339,0.21205159517682412
거여역,5971537809.0,28196819699.0,1980.0,3015928.1863636365,14240818.02979798,0.21178054378990055
전농로터리시장,702865328.0,3319957451.0,546.0,1287299.1355311356,6080508.152014652,0.21170913735303773
종암경찰서,3785954785.0,17887465954.0,1338.0,2829562.6195814647,13368808.635276532,0.2116540595932418
대방역 4번,248013731.0,1175269444.0,84.0,2952544.4166666665,13991302.904761905,0.211027124261728
방이역 4번,8850890409.0,41970902456.0,4374.0,2023523.184499314,9595542.399634203,0.21088158440907456
까치산시장,3219978477.0,15284855058.0,1584.0,2032814.6950757576,9649529.708333334,0.2106646392642554
대학로(혜화역),37003628470.0,175654635429.0,11400.0,3245932.3219298245,15408301.353421053,0.21066126936887442
우사단길,2615536821.0,12418924017.0,2136.0,1224502.2570224719,5814103.004213483,0.21060897203490797
마천역(마천초등학교),2457971773.0,11679798941.0,2970.0,827599.9235690236,3932592.236026936,0.2104464113994032
삼전역 1번,5522472619.0,26284891620.0,2592.0,2130583.5721450616,10140776.087962963,0.21010064256068633
답십리현대시장,496230477.0,2362299947.0,570.0,870579.7842105263,4144385.8719298244,0.21006243412492445
신사1동주민센터,1401664092.0,6673197748.0,1158.0,1210418.041450777,5762692.355785837,0.21004384178785765
우이천 계성교,622821206.0,2970026080.0,762.0,817350.6640419947,3897672.0209973752,0.20970226833833056
"동원전통종합시장(동원시장, 동원전통시장 상점가)",8304168298.0,39617992823.0,2898.0,2865482.504485852,13670804.976880608,0.20960598218845305
당고개역 2번,650610242.0,3105068691.0,882.0,737653.335600907,3520486.044217687,0.2095316744153793
남천초등학교,1644676439.0,7857968148.0,1236.0,1330644.3681229774,6357579.40776699,0.20930047157528897
강남골목시장,668810621.0,3196423717.0,306.0,2185655.6241830066,10445829.140522875,0.20923716009331564
샘말어린이공원,90773785.0,434109000.0,216.0,420249.0046296296,2009763.888888889,0.20910366981564535
남성역 1번,1797213184.0,8606170190.0,1728.0,1040053.925925926,4980422.563657408,0.2088284503237322
상수역(홍대),9353559709.0,44806737353.0,6336.0,1476256.2672032828,7071770.415561869,0.20875342106054368
남성역골목시장,1295669950.0,6218205502.0,828.0,1564818.7801932367,7509910.026570048,0.2083671807860428
서경대학교,1764112776.0,8469565480.0,792.0,2227415.121212121,10693895.808080807,0.20828846298735978
태릉입구역,5190789806.0,24935981579.0,1596.0,3252374.5651629074,15624048.60839599,0.2081646471206675
고척근린시장,1211133010.0,5822490439.0,594.0,2038944.4612794614,9802172.456228957,0.20800944590439027
옥수역 6번,1430418871.0,6882923564.0,1044.0,1370133.0181992338,6592838.662835249,0.20782140869347596
고덕 골목형상점가,1811066087.0,8720652177.0,330.0,5488079.051515152,26426218.71818182,0.20767553277454837
동대문역 3번,519276101.0,2503369039.0,360.0,1442433.6138888889,6953802.886111111,0.20743090327881936
응암역 2번,500187283.0,2411491793.0,540.0,926272.7462962962,4465725.542592593,0.2074181983334662
방학역 1번,2048148059.0,9876655120.0,2586.0,792013.9439288477,3819278.8553750967,0.20737264125508922
오동나무공원(송파레미니스1단지),1299389747.0,6269654286.0,744.0,1746491.5954301076,8426954.685483871,0.20725062144200018
남구로역 3번,2727839979.0,13170145561.0,3180.0,857811.3141509434,4141555.2078616354,0.20712299392330155
상계제일중학교,807937300.0,3902831073.0,144.0,5610675.694444444,27102993.5625,0.2070131360768737
개봉동 현대아파트,4896816049.0,23659922918.0,3030.0,1616110.907260726,7808555.418481848,0.20696669494534148
합정역,19283911144.0,93185115208.0,7020.0,2746995.8894586894,13274232.935612535,0.20694196815613813
신한은행 신월동지점,3749793422.0,18128631190.0,1812.0,2069422.4183222959,10004763.349889625,0.20684371493355974
신사역,34664191585.0,168072703416.0,10110.0,3428703.420870425,16624401.920474777,0.2062452193632061
금남시장,1762944874.0,8566473186.0,1014.0,1738604.4122287969,8448198.408284023,0.20579587838798613
용산용문시장,4301967372.0,20907589409.0,2052.0,2096475.3274853802,10188883.727582846,0.20576104149759852
솔밭공원역 2번,928811858.0,4525128452.0,810.0,1146681.3061728396,5586578.335802469,0.20525646240815265
증산역 4번,176645369.0,860647273.0,798.0,221360.11152882205,1078505.3546365914,0.20524711405203047
신창초등학교,1968531041.0,9591192734.0,2604.0,755964.3014592933,3683253.738095238,0.20524361209234354
길동역,18369718278.0,89528669767.0,6276.0,2926978.6931166346,14265243.748725303,0.20518252226697356
석촌고분역 1번,2894979923.0,14120164591.0,1326.0,2183242.7775263954,10648691.24509804,0.2050245168420502
홍제역,5240476833.0,25615226490.0,2226.0,2354212.413746631,11507289.528301887,0.20458444257933242
장평중학교,1213481938.0,5935875018.0,1506.0,805764.8990703851,3941484.075697211,0.20443185449832194
오거리공원,709782747.0,3472862971.0,1440.0,492904.6854166667,2411710.396527778,0.20437971579270814
마천중앙시장,2298763316.0,11251499022.0,1164.0,1974882.5738831614,9666236.273195876,0.20430729376638967
은평세무서,2599695237.0,12729436453.0,1146.0,2268494.9712041887,11107710.691972077,0.2042270485892028
수유북부시장옆,229155643.0,1122831718.0,582.0,393738.2182130584,1929264.1202749142,0.2040872548632439
푸른들청소년도서관,2781989559.0,13658314363.0,2484.0,1119963.5905797102,5498516.249194847,0.2036846923465412
장승배기역 4번,1968761997.0,9688421361.0,1386.0,1420463.2012987013,6990203.002164503,0.20320771812476085
장안1동주민센터,4179598242.0,20608206655.0,3954.0,1057055.7010622155,5211989.543500253,0.20281232190506682
목4동주민센터,141898000.0,699752738.0,84.0,1689261.9047619049,8330389.738095238,0.20278305792066798
신월7동주민센터,870847554.0,4295175686.0,786.0,1107948.5419847327,5464600.109414758,0.20275015917008987
영등포구청역,15285629297.0,75639127052.0,7434.0,2056178.2750874362,10174754.782351358,0.20208627323913345
등촌역,8434842875.0,41802029091.0,3966.0,2126788.4203227432,10540098.106656581,0.2017807043920752
답십리시장,641877790.0,3181496739.0,702.0,914355.8262108262,4532046.636752137,0.2017534018286479
목동역 8번출구,10023529903.0,49697093464.0,3852.0,2602162.4877985464,12901633.817237798,0.20169247745365493
보라매역 6번,971221865.0,4820935989.0,1038.0,935666.5366088632,4644447.002890173,0.20145919116454794
신곡종합시장(신월6동 골목시장),509698831.0,2531668483.0,366.0,1392619.756830601,6917127.002732241,0.20132921605755122
신정3동 골목시장,361568938.0,1797209606.0,144.0,2510895.402777778,12480622.263888888,0.20118351070064336
정릉시장,2619412541.0,13034948858.0,1878.0,1394788.3604898828,6940867.336528221,0.2009530355305058
암사종합시장,2508978113.0,12518401608.0,1056.0,2375926.243371212,11854546.977272727,0.20042320030670804
강서농산물도매시장,1716832526.0,8566415562.0,366.0,4690799.25136612,23405507.0,0.20041434058087781
왕십리역(왕십리),7524188342.0,37598529849.0,4122.0,1825373.2028141678,9121428.881368268,0.2001192166879397
목동깨비시장(목3동시장),2482510222.0,12405545866.0,1752.0,1416957.8892694064,7080791.019406392,0.20011293729555585
망원역,4566763950.0,22825993931.0,2046.0,2232044.9413489737,11156399.77077224,0.20006856936020972
방학1동주민센터,2077247177.0,10389510142.0,2070.0,1003501.0516908213,5019087.025120773,0.19993696994458354
신논현역,43158952228.0,216032408898.0,13224.0,3263683.6228070175,16336389.057622505,0.1997799887903743
암사역,8775427692.0,43994576926.0,2394.0,3665592.185463659,18377016.259816207,0.19946612298966968
도산공원북측,1290046861.0,6488037111.0,192.0,6718994.067708333,33791859.953125,0.19883469205390616
중곡초등학교,751982755.0,3784511023.0,930.0,808583.6075268817,4069366.6913978495,0.19870010958612552
굽은다리역 1번(십자성마을),1374481744.0,6932247527.0,648.0,2121113.8024691357,10697912.850308642,0.19827361020312856
송파나루역 1번(송리단길),9461334539.0,47746696452.0,6858.0,1379605.502916302,6962189.6255468065,0.19815684103949532
쌍문시장(쌍문역골목시장),3392161713.0,17121769582.0,1986.0,1708037.1163141993,8621233.424974823,0.1981198086304208
하나은행 망우동지점,2208620794.0,11155121219.0,900.0,2454023.1044444446,12394579.132222222,0.19799164443306622
삼성산자연공원(서울금천초등학교),299522284.0,1513342393.0,474.0,631903.552742616,3192705.470464135,0.19792102923003227
전곡마을마당공원,632123485.0,3195120316.0,1188.0,532090.4755892255,2689495.2154882154,0.1978402759465913
디지털단지오거리,927336089.0,4688167008.0,1602.0,578861.4787765293,2926446.3220973783,0.19780355252224835
송파나루역,1746019838.0,8836249200.0,966.0,1807473.9523809524,9147255.900621118,0.19759739664200507
천호초등학교,189089420.0,957969422.0,144.0,1313120.9722222222,6652565.430555556,0.19738565308820472
신림역 8번,3269398847.0,16566388573.0,1128.0,2898403.233156028,14686514.692375887,0.1973513317397665
남구로역 5번,1110657764.0,5633709045.0,2220.0,500296.2900900901,2537706.777027027,0.19714503449299092
동대문경찰서,157406179.0,799666139.0,156.0,1009013.967948718,5126064.993589744,0.19683987019487892
잠실 관광특구,66249996801.0,336940995731.0,18504.0,3580306.787775616,18209089.695795503,0.1966219535182098
시흥4동주민센터(서울신흥초등학교),898558530.0,4571982685.0,918.0,978821.9281045751,4980373.2952069715,0.1965358558657796
동교초등학교,1065635577.0,5423509500.0,1338.0,796439.1457399103,4053445.067264574,0.19648450454452046
동대부여고,924558503.0,4726186262.0,1020.0,906429.9049019607,4633515.943137255,0.19562464358075274
풍납시장,1230306232.0,6294127665.0,1080.0,1139172.437037037,5827895.986111111,0.19546890331465813
신내1동주민센터,6063008922.0,31051865507.0,2982.0,2033202.1871227364,10413100.438296445,0.1952542568057053
공항고등학교,307410021.0,1577937935.0,426.0,721619.7676056338,3704079.659624413,0.19481756169326142
안암역 3번,7708797540.0,39584225229.0,3210.0,2401494.5607476635,12331534.339252336,0.19474418143600342
망원월드컵시장,189536011.0,974073798.0,702.0,269994.31766381767,1387569.5128205128,0.194580750851898
모래내시장(서중시장),1095902472.0,5632680895.0,648.0,1691207.5185185184,8692408.788580246,0.19456143396527348
샤로수길,10850931032.0,55812366219.0,7734.0,1403016.6837341608,7216494.209852599,0.194418043295682
서울축산농협 독산역지점(독산파출소),607541925.0,3126331072.0,570.0,1065863.0263157894,5484791.354385965,0.1943306422154896
화곡역 5번,526265101.0,2716942773.0,1854.0,283853.88403451996,1465449.1763754045,0.1936975287922268
까치산역 4번,1996146923.0,10310954547.0,2454.0,813425.80399348,4201692.969437653,0.19359477475155626
